DS18B20,BMP390,,,SEN0463 (Geiger),,,GY271 (Magnetometer),,,,,SCD30,,,PMSA003I,,,,,,Solar Panel,,,,Time,Heater
External Temp (*C), Internal Temp (*C), Pressure (hPa), Approx. Altitude (meters), CPM, nSv/h, uSv/h, Mag. field X (mG), Mag. field Y (mG), Mag. field Z (mG), Heading (°), Magnitude (mG), CO2 (ppm), SCD30 Temp (C), Humidity (%), Particles > 0.3um / 0.1L air, Particles > 0.5um / 0.1L air, Particles > 1.0um / 0.1L air, Particles > 2.5um / 0.1L air, Particles > 5.0um / 0.1L air, Particles > 10 um / 0.1L air, Voltage (V), Power (mW), Solar Power (mW), Intensity (W/m^2), Time (seconds), Outside Heater Status
26.12,27.19,980.96,272.36,21,142,0.14,32.97,42.72,49.35,52,73.13,427,28.34,27.64,9533,8162,2050,104,0,0,5,2.5,14.71,3.69,883,Off
26.25,27.21,980.96,272.41,19,130,0.13,33.42,42.42,49.75,51,73.42,437,28.46,27.61,9642,8223,2044,90,0,0,5,2.5,14.71,3.69,888,Off
26.31,27.23,980.95,272.44,19,132,0.13,32.5,43.88,48.64,53,73.13,441,28.51,27.57,9642,8217,2043,92,0,0,5,2.5,14.71,3.69,894,Off
26.44,27.25,980.96,272.37,21,142,0.14,37.77,43.1,51.54,48,77.07,438,28.51,27.56,9535,8151,2019,103,0,0,5,2.5,14.71,3.69,899,Off
26.44,27.28,980.96,272.36,23,158,0.16,40.6,41.81,53.58,45,79.17,438,28.25,27.57,9419,8075,2007,108,0,0,5,2.5,14.71,3.69,905,Off
26.37,27.3,980.96,272.33,23,156,0.16,43.33,45.85,56.02,46,84.37,436,28.18,27.74,9388,8047,2022,119,0,0,5,2.5,14.71,3.69,911,Off
26.37,27.32,980.97,272.28,21,142,0.14,26.6,38.63,34.52,55,58.23,438,28.28,27.77,9386,8026,2042,121,0,0,5,2.5,14.71,3.69,916,Off
26.37,27.34,980.98,272.24,21,139,0.14,25.27,47.79,48.21,62,72.43,434,28.34,27.73,9285,7918,2043,109,0,0,5,2.5,14.71,3.69,922,Off
26.31,27.36,980.97,272.29,26,172,0.17,33.88,46.21,50.14,53,76.14,426,28.44,27.68,9206,7846,2042,99,0,0,5,2.5,14.71,3.69,927,Off
26.37,27.39,980.96,272.36,28,185,0.19,34.21,43.75,50.6,51,75.13,426,28.45,27.66,9168,7836,2047,101,0,0,5,2.5,14.71,3.69,933,Off
26.37,27.41,980.96,272.34,24,160,0.16,33.52,46.97,49.43,54,75.98,426,28.42,27.72,9182,7875,2051,114,0,0,5,2.5,14.71,3.69,939,Off
26.31,27.43,980.96,272.38,21,142,0.14,33.77,44.88,49.93,53,75.15,438,28.14,27.94,9127,7815,2018,122,0,0,5,2.5,14.71,3.69,944,Off
26.25,27.46,980.96,272.41,25,165,0.17,33.02,46.13,49.31,54,75.16,418,28.39,28.31,9092,7735,1961,116,0,0,5,2.5,14.71,3.69,950,Off
26.19,27.48,980.97,272.3,23,152,0.15,31.43,47.54,48.88,56,75.08,410,28.6,28.7,9188,7777,1933,118,0,0,5,2.5,14.71,3.69,955,Off
26.06,27.51,980.97,272.26,21,142,0.14,31.92,44.92,49.63,54,74.15,416,28.48,28.66,9316,7881,1949,125,0,0,5,2.5,14.71,3.69,961,Off
26,27.53,980.96,272.34,20,134,0.13,32.38,47.81,48.77,55,75.58,383,28.79,28.78,9381,7951,1981,111,0,0,5,2.5,14.71,3.69,967,Off
25.94,27.55,980.96,272.42,20,135,0.14,33.96,42.97,47.97,51,72.81,447,28.91,28.14,9396,8001,2036,95,0,0,5,2.5,14.71,3.69,972,Off
26,27.58,980.96,272.37,20,135,0.14,26.25,46.13,48.21,60,71.7,360,28.9,28.04,9392,8005,2045,94,0,0,5,2.5,14.71,3.69,978,Off
25.87,27.6,980.96,272.38,26,172,0.17,24.58,48.02,49.31,62,73.08,385,28.93,27.59,9379,7957,2022,98,0,0,5,2.5,14.71,3.69,983,Off
25.87,27.63,980.96,272.41,27,178,0.18,24.67,46.77,50.42,62,73.06,426,29.01,27.51,9393,7946,2037,106,0,0,5,2.5,14.71,3.69,989,Off
25.87,27.65,980.96,272.34,22,145,0.15,25.58,46.6,49.85,61,72.88,409,29.13,27.44,9450,7991,2057,118,0,0,5,2.5,14.71,3.69,994,Off
25.87,27.68,980.97,272.29,24,159,0.16,26.08,47.1,49.63,61,73.22,414,29.15,27.33,9474,8021,2035,117,0,0,5,2.5,14.71,3.69,1000,Off
25.81,27.7,980.98,272.24,23,156,0.16,26.64,45.31,49.79,59,72.4,471,29.14,27.3,9496,8078,2054,120,0,0,5,2.5,14.71,3.69,1006,Off
25.81,27.73,980.98,272.22,21,142,0.14,25.42,47.79,49.43,61,73.31,470,29.17,27.38,9532,8143,2116,127,0,0,5,2.5,14.71,3.69,1011,Off
25.87,27.75,980.98,272.23,24,162,0.16,24.58,48.31,49.63,63,73.49,456,29.21,27.45,9485,8104,2107,138,0,0,5,2.5,14.71,3.69,1017,Off
25.87,27.77,980.98,272.21,22,151,0.15,25.54,47.02,49.93,61,73.19,427,29.17,27.37,9412,8043,2070,147,0,0,5,2.5,14.71,3.69,1022,Off
25.87,27.8,980.97,272.26,21,142,0.14,25.02,47.89,49.89,62,73.54,448,29.13,27.38,9394,8033,2074,142,0,0,5,2.5,14.71,3.69,1028,Off
25.81,27.82,980.98,272.22,21,142,0.14,25.77,47.06,49.89,61,73.26,458,29.01,27.26,9428,8066,2084,132,0,0,5,2.5,14.71,3.69,1034,Off
25.69,27.84,980.98,272.21,20,135,0.14,25.97,45.35,50.46,60,72.65,436,28.84,27.37,9558,8176,2087,122,0,0,5,2.5,14.71,3.69,1039,Off
25.56,27.86,980.98,272.24,13,86,0.09,25.42,47.58,49.27,61,73.06,447,28.86,27.5,9594,8199,2089,116,0,0,5,2.5,14.71,3.69,1045,Off
25.5,27.89,980.98,272.22,13,86,0.09,26.77,46.04,48.72,59,72.18,436,28.79,27.58,9499,8111,2065,99,0,0,5,2.5,14.71,3.69,1050,Off
25.37,27.91,980.98,272.17,17,112,0.11,25.42,47.97,49.58,62,73.53,437,28.67,27.55,9531,8128,2084,90,0,0,5,2.5,14.71,3.69,1056,Off
25.37,27.93,980.98,272.18,18,124,0.12,25.97,46.38,49.97,60,72.96,439,28.74,27.64,9663,8242,2138,101,0,0,5,2.5,14.71,3.69,1062,Off
25.31,27.95,980.98,272.17,19,127,0.13,26.37,44.52,50.68,59,72.43,433,28.76,27.64,9704,8274,2140,110,0,0,5,2.5,14.71,3.69,1067,Off
25.19,27.97,980.98,272.22,21,142,0.14,25.5,48.18,49.18,62,73.42,435,28.81,27.66,9687,8246,2127,99,0,0,5,2.5,14.71,3.69,1073,Off
25.31,27.99,980.98,272.24,18,121,0.12,26.08,46.08,50.6,60,73.24,431,28.8,27.72,9672,8245,2138,87,0,0,5,2.5,14.71,3.69,1078,Off
25.44,28.01,980.97,272.28,21,142,0.14,26.08,46.77,49.93,60,73.22,432,28.86,27.66,9687,8256,2153,84,0,0,5,2.5,14.71,3.69,1084,Off
25.56,28.04,980.97,272.31,27,181,0.18,26.21,47.54,49.08,61,73.19,428,28.93,27.7,9667,8225,2156,92,0,0,5,2.5,14.71,3.69,1089,Off
25.69,28.06,980.96,272.37,26,177,0.18,27.04,44.83,50.6,58,72.81,419,28.96,27.53,9655,8218,2138,90,0,0,5,2.5,14.71,3.69,1095,Off
25.62,28.08,980.96,272.38,26,174,0.17,26.12,46.13,49.89,60,72.8,417,29.06,27.45,9640,8186,2097,84,0,0,5,2.5,14.71,3.69,1101,Off
25.75,28.1,980.96,272.41,20,132,0.13,26.46,46.6,49.75,60,73.12,469,29.07,27.48,9629,8164,2079,86,0,0,5,2.5,14.71,3.69,1106,Off
25.81,28.12,980.96,272.34,16,105,0.11,27.17,46.21,49.47,59,72.95,388,29.04,27.52,9598,8156,2093,92,0,0,5,2.5,14.71,3.69,1112,Off
25.81,28.15,980.96,272.34,12,79,0.08,27,47.42,48.77,60,73.18,429,29.1,27.46,9551,8123,2089,104,0,0,5,2.5,14.71,3.69,1117,Off
25.87,28.17,980.96,272.41,10,71,0.07,27.27,47.29,49.13,60,73.44,436,29.11,27.43,9516,8097,2098,124,0,0,5,2.5,14.71,3.69,1123,Off
25.81,28.19,980.96,272.39,10,71,0.07,26.06,46.29,49.93,60,72.91,442,29.06,27.26,9504,8068,2100,132,0,0,5,2.5,14.71,3.69,1129,Off
25.75,28.22,980.96,272.39,8,59,0.06,25.72,47.1,49.89,61,73.28,441,28.93,27.26,9479,8030,2062,129,0,0,5,2.5,14.71,3.69,1134,Off
25.69,28.24,980.96,272.39,10,71,0.07,26.81,45.72,50.21,59,73.01,430,28.91,27.36,9425,7982,2032,131,0,0,5,2.5,14.71,3.69,1140,Off
25.69,28.26,980.96,272.39,10,71,0.07,27,46.46,49.97,59,73.38,426,28.84,27.44,9362,7925,2020,138,0,0,5,2.5,14.71,3.69,1145,Off
25.75,28.28,980.95,272.43,10,71,0.07,26.56,47.33,49,60,73.12,418,28.84,27.53,9337,7906,2029,129,0,0,5,2.5,14.71,3.69,1151,Off
25.81,28.31,980.96,272.37,11,78,0.08,27.25,45.21,50.06,58,72.75,411,28.74,27.7,9368,7951,2040,109,0,0,5,2.5,14.71,3.69,1157,Off
25.81,28.33,980.97,272.32,10,71,0.07,27,46.33,49.54,59,73.01,416,28.74,27.89,9454,8047,2070,106,0,0,5,2.5,14.71,3.69,1162,Off
25.87,28.35,980.96,272.37,9,59,0.06,27.6,45.64,50.25,58,73.28,418,28.67,28.15,9504,8102,2071,106,0,0,5,2.5,14.71,3.69,1168,Off
25.87,28.37,980.95,272.43,12,79,0.08,28,44.83,50.29,58,72.96,417,28.64,28.04,9513,8102,2054,108,0,0,5,2.5,14.71,3.69,1173,Off
25.75,28.39,980.95,272.5,15,99,0.1,27.08,47.67,49,60,73.53,416,28.58,27.83,9586,8167,2051,104,0,0,5,2.5,14.71,3.69,1179,Off
25.75,28.42,980.95,272.48,24,160,0.16,27.6,44.96,50.21,58,72.83,426,28.44,28.06,9608,8187,2031,92,0,0,5,2.5,14.71,3.69,1184,Off
25.87,28.45,980.94,272.52,19,127,0.13,29.42,43.79,45.39,56,69.59,424,28.41,28.04,9628,8206,2040,87,0,0,5,2.5,14.71,3.69,1190,Off
25.81,28.47,980.94,272.57,17,118,0.12,26.47,47.67,49.18,60,73.43,422,28.41,27.97,9710,8259,2086,83,0,0,5,2.5,14.71,3.69,1196,Off
25.81,28.49,980.94,272.55,18,121,0.12,27.47,45.56,50.25,58,73.18,417,28.38,27.91,9753,8296,2091,74,0,0,5,2.5,14.71,3.69,1201,Off
25.69,28.51,980.95,272.46,16,106,0.11,27,47.46,49.47,60,73.68,413,28.36,27.81,9720,8277,2090,79,0,0,5,2.5,14.71,3.69,1207,Off
25.5,28.53,980.95,272.48,16,110,0.11,26.68,47.63,49.63,60,73.78,403,28.34,27.81,9725,8259,2095,91,0,0,5,2.5,14.71,3.69,1212,Off
25.31,28.55,980.95,272.42,17,113,0.11,27.12,45.21,50.21,59,72.8,484,28.27,27.95,9818,8324,2093,94,0,0,5,2.5,14.71,3.69,1218,Off
25.19,28.56,980.95,272.5,15,103,0.1,26.6,47.46,49.71,60,73.69,481,28.27,28.17,9852,8371,2104,93,0,0,5,2.5,14.71,3.69,1224,Off
25.25,28.58,980.94,272.54,19,125,0.13,27.52,45.52,50.52,58,73.35,451,28.25,28.14,9853,8416,2149,98,0,0,5,2.5,14.71,3.69,1229,Off
25.25,28.6,980.94,272.51,20,132,0.13,27.35,45.35,50.21,58,72.98,450,28.21,28.07,9847,8430,2176,107,0,0,5,2.5,14.71,3.69,1235,Off
25.31,28.62,980.95,272.47,16,105,0.11,27.21,46.25,49.58,59,73.06,438,28.28,28.04,9822,8415,2172,111,0,0,5,2.5,14.71,3.69,1240,Off
25.44,28.64,980.95,272.47,16,106,0.11,27.17,45.96,49.93,59,73.1,429,28.27,28.11,9822,8423,2160,106,0,0,5,2.5,14.71,3.69,1246,Off
25.37,28.66,980.95,272.5,17,113,0.11,27.39,46.46,49.54,59,73.23,422,28.29,28.17,9817,8430,2147,104,0,0,5,2.5,14.71,3.69,1252,Off
25.5,28.68,980.94,272.53,16,106,0.11,27,47.38,49.27,60,73.49,422,28.28,28.19,9844,8432,2155,110,0,0,5,2.5,14.71,3.69,1257,Off
25.44,28.7,980.94,272.54,15,101,0.1,27.25,45.52,50.29,59,73.1,422,28.27,28.3,9805,8388,2157,106,0,0,5,2.5,14.71,3.69,1263,Off
25.44,28.72,980.94,272.52,13,88,0.09,27.25,46.33,50.25,59,73.58,422,28.24,28.44,9749,8368,2146,98,0,0,5,2.5,14.71,3.69,1268,Off
25.56,28.74,980.94,272.54,14,94,0.09,27.25,46.29,49.85,59,73.28,426,28.17,28.48,9820,8438,2117,89,0,0,5,2.5,14.71,3.69,1274,Off
25.75,28.76,980.94,272.52,18,120,0.12,26.87,46.42,50.25,59,73.5,427,28.25,28.47,9878,8466,2085,76,0,0,5,2.5,14.71,3.69,1279,Off
25.87,28.78,980.93,272.6,19,129,0.13,26.92,47.54,49.18,60,73.51,427,28.28,28.41,9908,8473,2109,63,0,0,5,2.5,14.71,3.69,1285,Off
26.06,28.8,980.93,272.65,18,119,0.12,27.43,47.02,49.79,59,73.77,422,28.25,28.23,9946,8514,2141,64,0,0,5,2.5,14.71,3.69,1291,Off
26.19,28.82,980.93,272.63,17,112,0.11,27.08,46.17,49.54,59,72.93,419,28.29,28.19,9989,8575,2152,70,0,0,5,2.5,14.71,3.69,1296,Off
26.31,28.84,980.92,272.7,20,132,0.13,26.87,47.75,49.22,60,73.66,414,28.38,28.02,9979,8587,2159,85,0,0,5,2.5,14.71,3.69,1302,Off
26.19,28.86,980.92,272.67,26,177,0.18,27.35,46.42,49.85,59,73.4,393,28.34,27.91,9991,8592,2176,98,0,0,5,2.5,14.71,3.69,1307,Off
26.12,28.88,980.93,272.66,27,185,0.19,26.81,47.63,49.27,60,73.58,414,28.25,28,10065,8639,2197,106,0,0,5,2.5,14.71,3.69,1313,Off
26.19,28.9,980.93,272.66,26,177,0.18,26.72,47.75,48.81,60,73.32,397,28.21,28.12,10080,8626,2214,117,0,0,5,2.5,14.71,3.69,1319,Off
26,28.92,980.94,272.58,24,162,0.16,27.56,45.85,49.71,58,73.02,447,28.19,28.07,10063,8596,2195,125,0,0,5,2.5,14.71,3.69,1324,Off
26.06,28.94,980.94,272.55,24,159,0.16,26.37,48.43,49,61,73.77,416,28.22,27.93,10020,8566,2140,133,0,0,5,2.5,14.71,3.69,1330,Off
26.12,28.96,980.94,272.53,23,158,0.16,27.35,44.96,49.85,58,72.49,402,28.36,27.89,9929,8483,2127,136,0,0,5,2.5,14.71,3.69,1335,Off
26,28.98,980.94,272.51,24,163,0.16,27.87,45.43,49.79,58,72.94,393,28.41,27.83,9941,8483,2153,143,0,0,5,2.5,14.71,3.69,1341,Off
25.87,29,980.93,272.61,25,168,0.17,26.25,47.38,49.08,61,73.09,398,28.45,27.77,9977,8513,2145,141,0,0,5,2.5,14.71,3.69,1346,Off
25.81,29.02,980.94,272.57,17,112,0.11,26.17,46.21,49.71,60,72.74,409,28.46,27.69,9959,8490,2137,138,0,0,5,2.5,14.71,3.69,1352,Off
25.87,29.04,980.93,272.62,14,92,0.09,25.33,48.06,49.79,62,73.69,425,28.56,27.7,9960,8460,2163,146,0,0,5,2.5,14.71,3.69,1358,Off
25.94,29.06,980.93,272.66,20,132,0.13,25.93,46.46,49.58,60,72.73,432,28.63,27.74,9910,8419,2182,150,0,0,5,2.5,14.71,3.69,1363,Off
25.94,29.07,980.93,272.67,16,106,0.11,25.27,46.46,50.02,61,72.79,426,28.67,27.65,9830,8360,2195,143,0,0,5,2.5,14.71,3.69,1369,Off
26,29.09,980.93,272.63,17,113,0.11,25.54,46.89,49.75,61,72.98,426,28.76,27.67,9806,8347,2176,141,0,0,5,2.5,14.71,3.69,1374,Off
26.06,29.11,980.92,272.73,14,94,0.09,25.27,46.46,49.89,61,72.7,434,28.83,27.64,9848,8376,2160,153,0,0,5,2.5,14.71,3.69,1380,Off
26.12,29.13,980.93,272.67,15,101,0.1,25.62,46.5,50.46,61,73.25,433,28.93,27.65,9845,8347,2155,158,0,0,5,2.5,14.71,3.69,1386,Off
26.12,29.15,980.93,272.65,17,115,0.12,25.31,47.81,49.54,62,73.35,423,28.93,27.54,9810,8313,2142,152,0,0,5,2.5,14.71,3.69,1391,Off
26.12,29.17,980.92,272.7,19,126,0.13,25.14,46.38,50.1,61,72.75,422,28.91,27.57,9872,8363,2146,139,0,0,5,2.5,14.71,3.69,1397,Off
26,29.19,980.92,272.7,19,127,0.13,25.89,45.64,50.38,60,72.74,447,28.89,27.55,9943,8431,2162,136,0,0,5,2.5,14.71,3.69,1402,Off
26.06,29.21,980.93,272.64,20,135,0.14,25.27,47.93,49,62,73.05,382,28.86,27.55,9968,8469,2179,142,0,0,5,2.5,14.71,3.69,1408,Off
25.94,29.23,980.93,272.6,26,172,0.17,26.25,46.04,50.06,60,72.9,405,28.81,27.48,9949,8470,2190,152,0,0,5,2.5,14.71,3.69,1414,Off
25.94,29.25,980.94,272.59,34,225,0.23,24.92,47.85,49.67,62,73.33,456,28.79,27.45,9949,8477,2194,150,0,0,5,2.5,14.71,3.69,1419,Off
25.87,29.27,980.93,272.6,31,205,0.21,25.22,46.81,49.67,61,72.76,432,28.87,27.39,9939,8476,2206,132,0,0,5,2.5,14.71,3.69,1425,Off
25.87,29.29,980.93,272.6,34,231,0.23,26.06,45.72,50.56,60,72.98,427,28.91,27.39,9939,8493,2230,128,0,0,5,2.5,14.71,3.69,1430,Off
26,29.31,980.93,272.6,30,199,0.2,26.06,47.79,49.04,61,73.27,426,28.9,27.39,9921,8461,2202,130,0,0,5,2.5,14.71,3.69,1436,Off
25.94,29.32,980.93,272.64,32,213,0.21,25.68,45.47,50.21,60,72.45,427,28.83,27.33,9864,8389,2163,127,0,0,5,2.5,14.71,3.69,1441,Off
25.87,29.34,980.93,272.61,33,223,0.22,25.27,45.85,49.35,61,71.94,443,28.87,27.34,9813,8364,2174,126,0,0,5,2.5,14.71,3.69,1447,Off
25.94,29.36,980.93,272.59,32,213,0.21,24.97,46.81,49.47,61,72.54,415,28.91,27.43,9824,8368,2161,132,0,0,5,2.5,14.71,3.69,1453,Off
26,29.38,980.93,272.61,35,237,0.24,25.62,45.81,50.02,60,72.5,360,28.96,27.48,9795,8320,2138,134,0,0,5,2.5,14.71,3.69,1458,Off
26,29.4,980.92,272.7,35,234,0.23,24.87,47.21,48.52,62,72.12,371,28.94,27.24,9730,8261,2128,127,0,0,4.92,2.42,14.22,3.57,1464,Off
26,29.42,980.92,272.7,33,219,0.22,25.58,45.22,50.42,60,72.4,400,28.91,27.32,9761,8304,2139,118,0,0,4.79,2.3,13.52,3.39,1469,Off
26,29.44,980.92,272.75,29,192,0.19,25.46,46.13,49.75,61,72.46,405,28.98,27.27,9714,8257,2103,116,0,0,4.79,2.3,13.52,3.39,1475,Off
25.81,29.46,980.92,272.76,21,139,0.14,24.97,47.71,49.31,62,73.01,393,28.81,27.18,9620,8178,2065,104,0,0,4.78,2.28,13.41,3.36,1481,Off
25.69,29.48,980.92,272.75,20,132,0.13,31,45.39,49.54,55,74,403,28.76,27.24,9639,8209,2065,86,0,0,5,2.5,14.71,3.69,1486,Off
25.62,29.5,980.91,272.8,24,160,0.16,30.68,45.52,49.31,56,73.79,462,28.79,27.45,9590,8204,2070,84,0,0,4.96,2.46,14.45,3.62,1492,Off
25.69,29.52,980.9,272.85,21,142,0.14,31.08,46.68,49.22,56,74.62,440,28.83,27.5,9524,8198,2077,101,0,0,5,2.5,14.71,3.69,1497,Off
25.69,29.54,980.91,272.83,21,142,0.14,31.22,45.13,49.47,55,73.89,426,28.63,27.39,9440,8120,2052,111,0,0,4.92,2.42,14.25,3.57,1503,Off
25.56,29.55,980.92,272.73,23,152,0.15,31.08,45.85,49.04,55,73.98,425,28.8,27.38,9262,7946,2006,109,0,0,5,2.5,14.71,3.69,1509,Off
25.56,29.57,980.92,272.7,28,186,0.19,31.43,46.29,48.64,55,74.14,424,28.91,27.49,9062,7764,1970,100,0,0,5,2.5,14.71,3.69,1514,Off
25.62,29.59,980.93,272.65,29,197,0.2,31,45.6,49.13,55,73.85,434,29.11,27.88,8900,7631,1915,88,0,0,5,2.5,14.71,3.69,1520,Off
25.69,29.61,980.93,272.61,31,206,0.21,31.08,46.52,48.88,56,74.29,418,29.22,28.24,8825,7559,1871,90,0,0,5,2.5,14.71,3.69,1525,Off
25.81,29.62,980.94,272.58,30,200,0.2,30.79,47.02,48.56,56,74.27,406,29.38,27.64,8736,7465,1843,91,0,0,5,2.5,14.71,3.69,1531,Off
26,29.64,980.95,272.43,17,112,0.11,31.71,44.52,49.71,54,73.88,390,29.48,27.28,8649,7391,1837,95,0,0,5,2.5,14.71,3.69,1536,Off
26,29.66,980.96,272.39,13,86,0.09,30.92,46.81,48.88,56,74.4,386,29.45,26.86,8651,7385,1824,98,0,0,5,2.5,14.71,3.69,1542,Off
26.06,29.68,980.96,272.39,18,119,0.12,31.04,45.43,48.92,55,73.62,404,29.56,27.06,8627,7345,1784,85,0,0,5,2.5,14.71,3.69,1548,Off
26.12,29.7,980.96,272.34,26,178,0.18,31.43,45.08,49.54,55,73.99,406,29.68,27.83,8581,7267,1759,76,0,0,5,2.5,14.71,3.69,1553,Off
26.31,29.73,980.97,272.32,25,170,0.17,30.79,46.46,48.52,56,73.89,397,29.81,28.11,8576,7206,1778,74,0,0,5,2.5,14.71,3.69,1559,Off
26.44,29.74,980.96,272.38,28,189,0.19,31.83,44.79,49.79,54,74.15,406,29.91,28.04,8545,7184,1801,76,0,0,5,2.5,14.71,3.69,1564,Off
26.5,29.76,980.96,272.34,24,162,0.16,30.6,46.72,48.52,56,73.98,385,30.05,28.16,8444,7141,1791,76,0,0,5,2.5,14.71,3.69,1570,Off
26.62,29.79,980.97,272.31,22,151,0.15,31.97,44.56,49.58,54,73.93,371,30.11,26.53,8426,7153,1780,74,0,0,5,2.5,14.71,3.69,1575,Off
26.56,29.81,980.98,272.24,27,182,0.18,30.08,45.56,48.96,56,73.33,482,30.17,26.41,8514,7255,1826,85,0,0,5,2.5,14.71,3.69,1581,Off
26.62,29.83,980.98,272.24,26,177,0.18,29.93,46.97,48.92,57,74.13,452,30.27,27.73,8635,7380,1894,102,0,0,5,2.5,14.71,3.69,1587,Off
26.69,29.85,980.98,272.23,27,181,0.18,30.21,45.72,48.72,56,73.33,415,30.36,28.31,8686,7421,1939,107,0,0,5,2.5,14.71,3.69,1592,Off
26.75,29.87,980.98,272.17,18,119,0.12,30.12,45.64,48.88,56,73.34,411,30.49,28.57,8709,7453,1977,114,0,0,5,2.5,14.71,3.69,1598,Off
26.87,29.89,980.99,272.13,19,125,0.13,30.6,45.21,49.47,55,73.67,391,30.56,28.01,8771,7510,2010,125,0,0,5,2.5,14.71,3.69,1603,Off
26.94,29.91,980.99,272.15,21,139,0.14,30.25,46.13,48.96,56,73.75,395,30.65,26.8,8915,7625,2036,124,0,0,5,2.5,14.71,3.69,1609,Off
27,29.93,980.98,272.2,18,124,0.12,30.12,44.83,49.22,56,73.08,397,30.72,26.2,9044,7719,2036,128,0,0,5,2.5,14.71,3.69,1615,Off
26.94,29.95,980.98,272.19,21,142,0.14,29.25,47.54,48.33,58,73.84,394,30.75,26.02,9110,7770,2013,141,0,0,5,2.5,14.71,3.69,1620,Off
26.94,29.97,980.98,272.2,19,130,0.13,29.85,45.52,48.96,56,73.21,390,30.8,25.85,9198,7855,2012,147,0,0,5,2.5,14.71,3.69,1626,Off
26.87,29.99,980.97,272.25,18,122,0.12,29.89,45.77,49.08,56,73.47,390,30.76,25.56,9250,7891,2020,145,0,0,5,2.5,14.71,3.69,1631,Off
26.81,30.01,980.97,272.3,18,124,0.12,29.25,47.14,48.46,58,73.66,390,30.7,25.47,9315,7940,2061,158,0,0,5,2.5,14.71,3.69,1637,Off
26.69,30.03,980.97,272.32,17,118,0.12,30.21,44.43,49.79,55,73.25,394,30.65,25.42,9440,8061,2101,162,0,0,5,2.5,14.71,3.69,1642,Off
26.62,30.05,980.98,272.23,19,128,0.13,29.42,47.54,48.52,58,74.02,401,30.59,25.53,9516,8145,2103,155,0,0,5,2.5,14.71,3.69,1648,Off
26.62,30.07,980.97,272.32,18,122,0.12,30.37,45.04,49.27,56,73.34,424,30.69,25.63,9569,8185,2097,150,0,0,5,2.5,14.71,3.69,1654,Off
26.62,30.09,980.96,272.41,11,72,0.07,29.68,45.68,48.88,56,73.19,479,30.72,25.84,9601,8202,2105,131,0,0,5,2.5,14.71,3.69,1659,Off
26.69,30.11,980.95,272.47,6,39,0.04,29.29,46.64,48.46,57,73.36,443,30.83,26.91,9541,8159,2122,108,0,0,5,2.5,14.71,3.69,1665,Off
26.69,30.13,980.94,272.53,10,66,0.07,29.85,45.52,48.92,56,73.18,440,30.87,27.49,9473,8109,2129,98,0,0,5,2.5,14.71,3.69,1670,Off
26.62,30.15,980.93,272.67,18,124,0.12,29.81,45.81,48.72,56,73.22,418,30.98,28.47,9421,8068,2142,99,0,0,5,2.5,14.71,3.69,1676,Off
26.62,30.17,980.92,272.71,19,128,0.13,29.77,46.21,49.18,57,73.76,404,31.11,28.67,9422,8074,2150,105,0,0,5,2.5,14.71,3.69,1681,Off
26.69,30.19,980.92,272.71,19,130,0.13,29.97,46.29,48.81,57,73.65,398,31.16,27.33,9485,8107,2133,101,0,0,5,2.5,14.71,3.69,1687,Off
26.69,30.21,980.92,272.73,16,111,0.11,29.89,46.72,49.47,57,74.33,397,31.29,28.14,9463,8075,2102,99,0,0,5,2.5,14.71,3.69,1693,Off
26.62,30.23,980.91,272.76,18,124,0.12,29.64,47.38,48.64,57,74.09,396,31.35,28.27,9442,8046,2087,93,0,0,5,2.5,14.71,3.69,1698,Off
26.56,30.25,980.92,272.73,16,110,0.11,30.08,45.27,49.08,56,73.23,397,31.45,28.55,9412,8013,2086,102,0,0,5,2.5,14.71,3.69,1704,Off
26.62,30.28,980.91,272.77,16,106,0.11,29.89,46.29,48.92,57,73.68,395,31.52,27.2,9363,7979,2080,111,0,0,5,2.5,14.71,3.69,1709,Off
26.69,30.3,980.91,272.84,16,109,0.11,30.25,46.25,49.27,56,74.04,397,31.58,27.66,9373,7974,2075,116,0,0,5,2.5,14.71,3.69,1715,Off
26.69,30.32,980.9,272.85,19,125,0.13,30.08,45.72,49.39,56,73.72,393,31.66,27.4,9375,7956,2074,121,0,0,5,2.5,14.71,3.69,1721,Off
26.75,30.34,980.91,272.82,23,152,0.15,29.37,47.5,48.64,58,74.06,394,31.73,27.07,9338,7935,2051,122,0,0,5,2.5,14.71,3.69,1726,Off
26.75,30.36,980.91,272.82,22,145,0.15,30.17,46,48.88,56,73.59,396,31.84,27.72,9284,7907,2025,125,0,0,5,2.5,14.71,3.69,1732,Off
26.69,30.38,980.91,272.84,29,195,0.2,30.37,46.68,49.18,56,74.3,397,31.9,28.9,9168,7788,1996,126,0,0,5,2.5,14.71,3.69,1737,Off
26.69,30.4,980.9,272.87,25,170,0.17,29.93,46.46,48.92,57,73.81,395,31.96,27.89,9161,7775,1985,125,0,0,5,2.5,14.71,3.69,1743,Off
26.81,30.42,980.9,272.91,23,154,0.15,30.29,45.27,49.54,56,73.63,395,32.06,25.98,9225,7833,1959,117,0,0,5,2.5,14.71,3.69,1748,Off
26.81,30.44,980.9,272.91,21,142,0.14,29.72,47.38,48.21,57,73.84,396,32.11,26.14,9249,7846,1934,106,0,0,5,2.5,14.71,3.69,1754,Off
