Temperature (*C), Pressure (hPa), Approx. Altitude (meters), Time(s), Motion,Corrected Time (s)
-45.39,160.43,13117.73,4284,0,1985
-45.4,160.26,13123.9,4285,0,1986
-45.4,160.08,13130.23,4286,0,1987
-45.43,159.93,13135.14,4287,0,1988
-45.46,159.81,13141.18,4288,0,1989
-45.48,159.62,13148.22,4289,0,1990
-45.49,159.42,13155.2,4290,0,1991
-45.49,159.24,13162.42,4291,0,1992
-45.5,159.04,13169.87,4292,0,1993
-45.5,158.83,13178.14,4293,0,1994
-45.5,158.61,13186.56,4294,0,1995
-45.5,158.38,13194.13,4295,0,1996
-45.49,158.2,13200.59,4296,0,1997
-45.53,158.04,13205.91,4297,0,1998
-45.56,157.91,13211.27,4298,0,1999
-45.6,157.75,13216.9,4299,0,2000
-45.61,157.6,13222.44,4300,0,2001
-45.62,157.47,13226.54,4301,0,2002
-45.63,157.37,13231.08,4302,0,2003
-45.63,157.24,13236.89,4303,0,2004
-45.63,157.07,13243.81,4304,0,2005
-45.62,156.87,13252.15,4305,0,2006
-45.62,156.64,13261.37,4306,0,2007
-45.58,156.4,13269.04,4307,0,2008
-45.57,156.2,13276.1,4308,0,2009
-45.57,156.03,13282.43,4309,0,2010
-45.56,155.87,13288.07,4310,0,2011
-45.54,155.72,13293.55,4311,0,2012
-45.54,155.57,13298.6,4312,0,2013
-45.56,155.45,13303.22,4313,1,2014
-45.59,155.34,13307.61,4314,0,2015
-45.62,155.22,13312.04,4315,0,2016
-45.63,155.1,13316.84,4316,0,2017
-45.64,154.97,13321.97,4317,1,2018
-45.64,154.84,13326.39,4318,1,2019
-45.63,154.73,13330.2,4319,1,2020
-45.64,154.64,13333.82,4320,0,2021
-45.64,154.54,13338.24,4321,0,2022
-45.64,154.42,13342.19,4322,0,2023
-45.64,154.32,13346.42,4323,1,2024
-45.66,154.21,13351.3,4324,1,2025
-45.66,154.06,13356.69,4325,1,2026
-45.66,153.93,13362.05,4326,0,2027
-45.66,153.79,13367.22,4327,0,2028
-45.66,153.64,13372.91,4328,1,2029
-45.66,153.49,13378.21,4329,1,2030
-45.65,153.38,13382.19,4330,1,2031
-45.64,153.27,13386.28,4331,1,2032
-45.64,153.16,13391.06,4332,1,2033
-45.63,153.03,13396.46,4333,1,2034
-45.62,152.89,13401.61,4334,1,2035
-45.59,152.77,13406.86,4335,1,2036
-45.59,152.61,13412.05,4336,1,2037
-45.62,152.49,13417.4,4337,1,2038
-45.62,152.34,13423.7,4338,1,2039
-45.63,152.16,13433.05,4339,1,2040
-45.57,151.86,13440.95,4340,1,2041
-45.6,151.75,13445.72,4341,1,2042
-45.63,151.61,13451.46,4342,1,2043
-45.66,151.46,13456.91,4343,1,2044
-45.65,151.33,13461.9,4344,1,2045
-45.67,151.19,13467.25,4345,1,2046
-45.69,151.06,13472.48,4346,1,2047
-45.69,150.92,13478.56,4347,1,2048
-45.73,150.75,13485.12,4348,1,2049
-45.74,150.58,13492.25,4349,1,2050
-45.75,150.41,13497.85,4350,1,2051
-45.77,150.27,13503.52,4351,1,2052
-45.8,150.13,13509.31,4352,1,2053
-45.83,149.97,13515.22,4353,1,2054
-45.84,149.84,13519.83,4354,1,2055
-45.84,149.71,13524.62,4355,1,2056
-45.85,149.6,13529.06,4356,1,2057
-45.87,149.48,13533.91,4357,1,2058
-45.87,149.35,13539.67,4358,1,2059
-45.86,149.21,13544.85,4359,1,2060
-45.86,149.07,13550.92,4360,1,2061
-45.86,148.91,13557.96,4361,1,2062
-45.82,148.68,13565.3,4362,1,2063
-45.8,148.57,13569.08,4363,1,2064
-45.8,148.47,13574.48,4364,0,2065
-45.79,148.31,13581.07,4365,0,2066
-45.77,148.13,13588.31,4366,0,2067
-45.77,147.95,13595.07,4367,1,2068
-45.77,147.79,13601.83,4368,1,2069
-45.76,147.61,13608.82,4369,0,2070
-45.76,147.43,13615.93,4370,0,2071
-45.75,147.26,13622.49,4371,0,2072
-45.75,147.09,13628.64,4372,1,2073
-45.76,146.95,13634.2,4373,1,2074
-45.76,146.81,13640.71,4374,1,2075
-45.74,146.64,13645.81,4375,1,2076
-45.77,146.53,13650.57,4376,0,2077
-45.78,146.41,13656.19,4377,0,2078
-45.79,146.25,13661.93,4378,1,2079
-45.77,146.11,13667.43,4379,1,2080
-45.77,145.98,13673.18,4380,1,2081
-45.77,145.83,13679.28,4381,1,2082
-45.78,145.67,13685.59,4382,1,2083
-45.81,145.51,13692.7,4383,1,2084
-45.81,145.33,13699.34,4384,1,2085
-45.84,145.17,13705.36,4385,1,2086
-45.85,145.03,13711.7,4386,1,2087
-45.85,144.87,13718.8,4387,1,2088
-45.85,144.67,13724.84,4388,1,2089
-45.87,144.56,13729.95,4389,1,2090
-45.9,144.42,13736.07,4390,1,2091
-45.92,144.26,13744.29,4391,1,2092
-45.91,144.03,13751.45,4392,1,2093
-45.92,143.88,13758.35,4393,1,2094
-45.94,143.7,13765.33,4394,0,2095
-45.96,143.53,13772.88,4395,0,2096
-45.98,143.36,13780.12,4396,0,2097
-45.99,143.16,13788.11,4397,1,2098
-46.01,142.95,13796.66,4398,1,2099
-46.03,142.74,13806.44,4399,1,2100
-46.06,142.5,13814.87,4400,1,2101
-46.04,142.29,13823.99,4401,1,2102
-46.05,142.07,13836.81,4402,1,2103
-46.04,141.68,13851.29,4403,1,2104
-45.98,141.35,13859.93,4404,1,2105
-45.96,141.23,13865.61,4405,0,2106
-45.96,141.09,13871.2,4406,0,2107
-45.97,140.95,13877.19,4407,1,2108
-45.96,140.8,13882.22,4408,1,2109
-46.01,140.7,13888.26,4409,0,2110
-46.05,140.52,13894.12,4410,0,2111
-46.07,140.41,13898.51,4411,1,2112
-46.1,140.3,13902.68,4412,1,2113
-46.12,140.2,13907.5,4413,0,2114
-46.12,140.08,13912.76,4414,0,2115
-46.13,139.94,13919.9,4415,1,2116
-46.14,139.75,13928.42,4416,1,2117
-46.14,139.53,13937.09,4417,0,2118
-46.14,139.32,13945.9,4418,0,2119
-46.14,139.11,13956.64,4419,1,2120
